*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
False,More than 1000,True,True,Yes,Yes,I don't know,Yes,Yes,Very easy,Same level of comfort for each,No,True,Yes,True,True,7.0,5.0,True,True,Some did,"Yes, I was aware of all of them",None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,0.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,Maybe,8,Maybe,"I have mild cerebral palsy. It's not obvious, and probably wouldn't come up in an interview. However, if I'm asked about it, I have no problem sharing.",Maybe,"I may ask HR about health services offered (mental and physical) but I probably wouldn't ask the person interviewing me, unless at the end of a longer interview process. In my experience, interviews tend to be more about the job role and how my skills and experience relate.",False,6,"Yes, I experienced","Yes, I experienced",3,"Include mental health services in employee benefits if they're not included already, and emphasize them if they are. On a team level, managers should be trained in recognizing and responding to mental health issues in direct reports, and assist them in maintaining a work/life balance. If the budget allows, team bonding events and other breaks are always welcome.",True,26,Male,United States of America,Virginia,White,United States of America,Virginia
False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,True,True,5.0,1.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Possibly,False,Yes,Sometimes,Sometimes,Yes,5,No,"
",No,"
",False,3,"Yes, I observed",Maybe/Not sure,1,"
",False,42,m,United States of America,Oklahoma,More than one of the above,United States of America,Oklahoma
False,100-500,False,True,Not eligible for coverage / NA,No,Yes,No,I don't know,I don't know,Physical health,No,True,No,False,False,5.0,2.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,False,False,2.0,0.0,Yes,Yes,True,No,Often,Often,No,3,No,Worried it would affect my hiring,No,Worried it would affect my hiring,False,6,"Yes, I observed",No,1,treat mental illness like physical illness,False,49,male,United Kingdom,California,White,United Kingdom,California
False,More than 1000,True,True,Yes,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,True,True,8.0,8.0,True,True,Some did,I was aware of some,I don't know,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,8.0,6.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Not a problem. ,Maybe,More likely to be stigmatised. ,False,9,No,"Yes, I observed",3,"Talk more, more visibility at conferences. ",True,48,Male,United Kingdom,California,White,United Kingdom,California
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,False,No,True,True,7.0,8.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,Yes,True,Yes,Often,Often,Maybe,9,Maybe,"
",No,why,False,6,"Yes, I experienced","Yes, I observed",3,"
",True,25,male,Germany,California,White,Germany,California
False,6-25,True,True,Not eligible for coverage / NA,No,No,No,I don't know,Very easy,Physical health,Maybe,True,Maybe,True,True,4.0,8.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",True,"Yes, at all of my previous employers",True,True,5.0,10.0,Yes,Yes,True,I don't know,Sometimes,Often,No,7,Maybe,"Because i fear this will affect how i look, in an interview i tend to bring my 100% healthy me.",No,"I tend to bring my 100% healthy, it might cause me to lose this job if i really want it.
I do know inside that if someone do not accept me for a job because of physical/mental health issue/disorder i would not work for them at all, but still, my instincts will not let me reveal it at that point.",False,6,No,"Yes, I observed",5,"More awareness, it's a topic that never being discussed, we know it's there, everyone know, but nobody talks about it, at least not from the management perspective.",True,31,Male,Israel,California,White,Israel,California
False,1-5,True,True,Yes,No,No,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,True,True,8.0,8.0,True,True,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,7.0,7.0,No,No,False,No,Not applicable to me,Not applicable to me,No,5,Maybe,I would not want to eliminate myself from contention when there is not now any issue.,No,"Again, why take the chance you would be eliminated because of your condition. I don't trust HR to hire people even if their mental health condition is treated and stable.",False,4,"Yes, I observed","Yes, I observed",3,Raise the issue and reality of the level of mental health problems and the availability of help and treatment.,True,63,Male,United States of America,Georgia,White,United States of America,Georgia
False,More than 1000,True,True,No,No,No,No,I don't know,Difficult,Physical health,No,False,No,False,True,7.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,7.0,3.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,Maybe,Maybe I cannot get the job because in Turkey employers want slaves instead of employees and if you are sick in their eyes your not very efficient,No,same reason with the previous one and moreover in underdeveloped countries you can be judged or labeled as crazy (unfortunately),False,2,No,No,3,"
",False,30,Female,Turkey,California,White,Turkey,California
False,100-500,True,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,True,True,10.0,10.0,True,False,I don't know,N/A (was not aware),Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,False,False,10.0,7.0,No,Yes,True,I don't know,Not applicable to me,Not applicable to me,No,10,Maybe,as long as it does not affect my work i dont bring it up,Maybe,dont know,False,10,No,"Yes, I experienced",3,i dont think it is an industry issue. it is a problem everywhere,False,34,male,Switzerland,California,White,Switzerland,California
False,100-500,True,True,No,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,True,Yes,True,True,6.0,3.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,2.0,Possibly,Possibly,True,Yes,Not applicable to me,Sometimes,Maybe,8,Maybe,If could impact negatively my chances of getting a job.,No,"I fear it would lower my chances to get a job.  I would however poke at their level of accommodation for mental health issue, and a smart interviewer would understand I need such accommodations.",False,5,"Yes, I experienced","Yes, I experienced",2,"Talk about stress in 1-on-1 conversation, especially for on-call people.

Stop bull-shit slogan ""fast moving startup and comfort does not go together"".",True,41,Male,Netherlands,California,White,Netherlands,California
False,More than 1000,False,True,No,No,No,Yes,No,Very easy,Physical health,Yes,True,Maybe,False,False,5.0,5.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",True,At some of my previous employers,False,False,5.0,5.0,Possibly,Possibly,True,Yes,Rarely,Rarely,No,7,No,"I feel it's not relevant for applying jobs, as my work should be what defines my chance for getting a job.",No,"I feel it's not relevant for applying jobs, as my work should be what defines my chance for getting a job.",False,7,"Yes, I experienced","Yes, I experienced",2,"Talk more about it, but it on the agenda.",False,31,Male,Norway,California,White,Norway,California
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Yes,False,Maybe,True,True,6.0,4.0,True,True,Some did,I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,6.0,6.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,It depends on the relation I feel I have with the interviewer.,Maybe,Depends on the relation I have with the interviewer,False,5,Maybe/Not sure,"Yes, I experienced",3,"
",False,29,Woman,Norway,California,White,Norway,California
False,More than 1000,False,True,Yes,No,No,Yes,I don't know,Somewhat easy,Physical health,No,False,No,False,True,6.0,4.0,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Possibly,Yes,True,Yes,Sometimes,Sometimes,Maybe,7,No,"
",No,"
",False,5,Maybe/Not sure,Maybe/Not sure,3,"
",False,29,Male,United States of America,Maryland,White,United States of America,Maryland
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,"Yes, all of my previous supervisors",True,"Yes, at all of my previous employers",True,True,9.0,9.0,Yes,Yes,True,Yes,Sometimes,Sometimes,Yes,8,Maybe,chyf,Maybe,chhc,True,6,"Yes, I experienced",Maybe/Not sure,3,hjhjhhj,True,44,rr,United States of America,Alabama,Black or African American,Botswana,California
False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,Maybe,False,Yes,False,False,6.0,3.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,6.0,6.0,Possibly,No,False,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,"
",No,stigma,False,6,No,Maybe/Not sure,1,remove the stigma,False,32,male,United States of America,New York,White,United States of America,New York
False,More than 1000,False,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,True,7.0,6.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,6.0,5.0,No,Possibly,True,Yes,Not applicable to me,Not applicable to me,No,7,Yes,"
",No,I would be scared it would result in me not getting the position,False,7,Maybe/Not sure,Maybe/Not sure,2,"
",False,28,Male,Norway,California,White,Norway,California
False,More than 1000,False,True,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,False,7.0,6.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,No,False,I don't know,Rarely,Rarely,No,5,No,Shouldn’t be a factor for employment,No,Shouldn’t be a factor for employment,False,7,Maybe/Not sure,Maybe/Not sure,4,Awareness of insurance benefits and good policy around mental health communicated,False,36,Male,United States of America,Iowa,White,United States of America,Iowa
False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,False,8.0,6.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,8.0,5.0,Don't Know,Yes,True,Yes,Not applicable to me,Often,Yes,2,No,ADA requires accommodations. No need to disclose until after receiving an offer.,No,"
",False,1,"Yes, I observed","Yes, I experienced",2,"
",False,28,cis woman,United States of America,New York,White,United States of America,New York
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,False,8.0,1.0,Yes,Yes,True,Yes,Rarely,Often,No,6,Maybe,It really depends on what that physical issue is. I have a uterus and would feel uncomfortable bringing up any issues I have related to that in the workplace.,No,I would be worried that it would affect my ability to get a job.,False,3,No,No,2,"I think that the industry could offer more resources for mental health support. The industry could also just talk more about it, in order to break stigma.",True,30,Female,United States of America,Illinois,White,United States of America,Illinois
False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,8.0,True,True,Some did,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,2.0,5.0,No,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,No,Fear of potential employment due to pre-existing health problems. Working in the US sucks,No,"Again, potential loss of employment",False,8,No,No,3,"I don't really know specifically in the Tech industry, since I work in health care, I feel it is approached in the right way if that makes sense?",False,36,Male,United States of America,New York,White,United States of America,New York
False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,True,Maybe,True,False,5.0,3.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,"Yes, at all of my previous employers",True,True,5.0,3.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,Maybe,"It would depend on what the issue was, how likely I thought it was to impact my job performance, and whether I thought discussing it would damage my chances to get the job.",Yes,I try to mention ADHD during interviews just to get that information out there. It also helps fill in some gaps in my education and job history.,True,5,No,No,2,We could stop fetishizing unhealthy behaviors that seem productive in the short term.,True,40,Male,United States of America,Kansas,White,United States of America,Kansas
False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,4.0,0.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,False,At some of my previous employers,False,False,1.0,0.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,No,3,Yes,"
",No,"
",False,4,"Yes, I observed",Maybe/Not sure,3,Talk more opening and remove some of the stigma behind it.,False,27,Male,United States of America,Illinois,White,United States of America,Illinois
False,More than 1000,False,True,Yes,No,No,I don't know,I don't know,Very easy,Physical health,Yes,True,Maybe,True,True,3.0,2.0,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,2.0,Yes,Yes,True,Yes,Sometimes,Often,No,8,Maybe,i don't know,No,"it's more stigma attached, and I don't want to deal with that",False,6,Maybe/Not sure,"Yes, I experienced",2,"more openness, and that leaders/hr/those in charge learn more about mental health issues, that way they can help spread information and support.",True,28,female,Norway,California,White,Norway,California
False,More than 1000,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,True,False,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,6.0,8.0,Yes,Yes,True,Yes,Rarely,Often,No,10,Maybe,"Depending on the issue and the role, because it's none of their dang business.",Maybe,"If I were to bring up my mental health issues, it would be as a set of ""bonus features."" I have ADHD, which suits me especially well for high-speed environments with lots of incomings/inputs, and am particularly good at creative/out-of-the-box thinking, which may be germane to my job role. ",True,5,"Yes, I experienced","Yes, I experienced",3,"More awareness, more acceptance. More understanding of how some MHIs and MHDs can be competitive advantages, and how building products that support folks with the above can ALSO be a competitive advantage. ",True,34,male,United States of America,Nebraska,White,United States of America,Nebraska
False,6-25,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,9.0,10.0,True,False,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did",I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,10.0,8.0,Yes,Don't Know,True,I don't know,Sometimes,Often,No,10,Maybe,"It depends on the issue. But having been involved in the hiring process myself, I know it can be a factor in being hired",Maybe,"ADHD is still very misunderstood, stigmatized, dismissed, etc.",False,10,"Yes, I observed","Yes, I experienced",4,"I think in my segment of the industry, more of us have had problems or continue to suffer from mental illness. I think the fact that the other people that you work with have dealt with their own issues, the general high intelligence level and the openness to learn helps",True,34,Male,United States of America,Texas,White,United States of America,Texas
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",True,False,9.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,No,10,Maybe,If it was visible I’d have to. Otherwise not in an interview due to the likelihood of discrimination. It probably wouldn’t be consciously done but definitely subconsciously.,No,Discrimination ,False,4,Maybe/Not sure,No,3,"
",False,34,Female,United States of America,Minnesota,White,United States of America,Minnesota
False,100-500,True,False,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,True,Maybe,True,True,6.0,1.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,False,1.0,1.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,9,Maybe,"If it's unnecessary to bring up, I wouldn't.",No,I believe the stigma is very real in the professional work setting with mental health issues.,True,3,"Yes, I observed","Yes, I experienced",1,"The industry can discuss mental health - have conversations and end stigma. Also, boundaries need to be set in tech industries from the first interview. A job description with distinct responsibilities and roles should be a must. Pay should be respectful. The bullying and gossiping must stop. ",False,27,Female,United States of America,Georgia,White,United States of America,Georgia
False,More than 1000,True,False,Yes,Yes,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Maybe,True,True,5.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Yes,True,Yes,Sometimes,Sometimes,Yes,5,No,"
",No,"
",False,7,Maybe/Not sure,Maybe/Not sure,3,"
",False,44,female,United States of America,Maryland,White,United States of America,Maryland
False,100-500,False,True,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,True,No,True,False,8.0,5.0,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,5.0,Yes,Possibly,True,I don't know,Rarely,Often,No,7,Yes,Because it's something important to discuss about,Yes,Because it's pretty important to talk it and it can avoid to don´t be misjudged,True,5,No,No,2,Not treating us as coding machines and put worker's health before market trends,True,36,Male,Mexico,California,White,Mexico,California
False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,10.0,10.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,False,10.0,0.0,Yes,Yes,True,Yes,Rarely,Often,No,10,No,that is confidential information and none of their business,No,confidential; not their business,True,5,No,No,3,"-better awareness of what individuals can do to support mental health (and alternatively how things they do can negatively affect mental health)
-be more receptive to feedback without being defensive
-be more receptive to change
-stop promoting perfectionism or ""rockstar"" programmers
-be more flexible with work schedules/independent needs",True,31,female,United States of America,Minnesota,White,United States of America,Minnesota
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,False,Yes,True,True,8.0,10.0,True,True,I don't know,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,10.0,1.0,Yes,Yes,True,No,Sometimes,Often,No,10,Yes,Set realistic expectations for availability & work schedule — in case I have a lot of medical appointments ,Yes,Set realistic expectations for accommodations I might need — E.g. a day each week to work remotely ,True,8,Maybe/Not sure,"Yes, I experienced",2,More open discussion and willingness to accommodate the needs of folks with mental health issues,False,26,Agender trans woman,United States of America,Michigan,More than one of the above,United States of America,Michigan
False,6-25,True,True,Yes,Yes,No,I don't know,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,7.0,8.0,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,"Yes, always",Physical health,"Yes, all of my previous supervisors",False,At some of my previous employers,False,False,7.0,7.0,No,No,False,No,Not applicable to me,Not applicable to me,No,7,Maybe,Depends on if I felt it would have a bearing on what I needed from the employer,Maybe,Depends on whether I felt it would have bearing on what I needed from the employer,True,9,No,Maybe/Not sure,3,"Increase awareness, provide support resources",False,39,male,United States of America,Massachusetts,White,United States of America,Massachusetts
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,6.0,5.0,True,True,Some did,I was aware of some,I don't know,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,2.0,1.0,Yes,Yes,True,Yes,Sometimes,Often,No,10,Maybe,Depends whether the job has any physical requirements.,Maybe,"I have recurring schedule requirements that may not be compatible with every job.  If there is a strict M-F 9-5 schedule, I would need an accommodation.  Depending on the job, that may not be possible.",True,8,Maybe/Not sure,"Yes, I experienced",3,"
",False,36,Female,United States of America,New York,White,United States of America,New York
False,6-25,True,True,Not eligible for coverage / NA,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,False,Maybe,True,True,9.0,6.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did",Sometimes,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,10.0,2.0,Yes,Yes,True,Yes,Often,Rarely,No,10,Yes,"If it's something that is diagnosed and might impact my work there in some way, I'd like to be transparent about it.",Maybe,I'd like to think I would but THE STIGMA. I don't want them to think I'm crazy.,True,5,"Yes, I experienced","Yes, I experienced",3,We should just have more open and honest conversations about it.,True,25,Female,United States of America,Michigan,White,United States of America,Michigan
False,More than 1000,False,True,No,No,No,No,I don't know,Very easy,Physical health,No,False,No,False,False,0.0,0.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,0.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,No,4,Maybe,not a deal for a dev,No, I will be rejected,False,0,"Yes, I experienced","Yes, I observed",1,"Accept diversity, change culture.",True,47,m,Switzerland,California,White,Switzerland,California
False,More than 1000,False,True,Yes,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,5.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Possibly,Yes,True,I don't know,Rarely,Often,No,7,Yes,The law protects me from discrimination,No,"I suppose, honestly, I fear prejudice more than I would for physical health, even though the law is the same",False,9,"Yes, I experienced",Maybe/Not sure,2,"Acknowledge that - probably more than many careers - tech work is something that employees often take home with them, and work to improve work/life balance",False,38,Male,United Kingdom,California,White,United Kingdom,California
False,26-100,True,True,I don't know,No,Yes,No,I don't know,Very easy,Same level of comfort for each,Maybe,True,Maybe,True,True,10.0,10.0,True,True,Some did,I was aware of some,Some did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,False,7.0,7.0,Don't Know,Possibly,False,No,Not applicable to me,Not applicable to me,No,4,Maybe,"
",Maybe,"
",False,7,"Yes, I observed","Yes, I observed",3,"
",False,33,male,Canada,California,White,Canada,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,True,5.0,1.0,Possibly,Yes,True,I don't know,Not applicable to me,Often,Maybe,6,No,"If it interfered with a job, I wouldn’t apply for it. Also, I’m happy being self-employed ",No,I’m self-employed and wouldn’t go for an interview and maybe it’s one of the reasons why I’m self-employed. I don’t want to have to explain any issues ,False,6,"Yes, I experienced",Maybe/Not sure,1,That it’s human to have mental health issues throughout our lifetime and there are certain circumstances where it’s likely to happen and so they should have an easy way to take up support ,True,59,Female ,United Kingdom,California,White,United Kingdom,California
False,100-500,True,True,Yes,Yes,Yes,No,Yes,Very easy,Physical health,Yes,False,Maybe,True,True,5.0,7.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",False,"Yes, at all of my previous employers",True,True,6.0,4.0,Possibly,Possibly,True,Yes,Rarely,Sometimes,No,7,Yes,I have well-controlled epilepsy and need an employer to understand that minor schedule accommodations may be necessary due to infrequent but potential driving prohibitions.  I wouldn't want to work for a company that could not support its employees with reasonable accommodations for health issues.,Yes,"If I had a diagnosed mental health disorder, I'd want to disclose that.  If the company is going to treat that as a liability, they're not going to be a great fit for me.",False,7,"Yes, I observed","Yes, I experienced",2,"Talk about and normalize mental health issues.  Help employees understand they should be met with the same understanding as a short-term disabling illness (pneumonia, bad car accident, etc).  Provide guidance to leadership on how to treat mental health issues that affect work schedule or performance.  Give resources to help leaders accommodate, support, and mitigate effects on productivity (generally what they care about most, rather than long-term health).",False,39,Male,United States of America,Nebraska,White,United States of America,Nebraska
False,100-500,True,True,Not eligible for coverage / NA,No,Yes,I don't know,Yes,I don't know,Physical health,Maybe,False,No,False,False,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Yes,Yes,True,I don't know,Rarely,Often,No,10,No,"
",No,"
",False,5,No,Maybe/Not sure,3,"
",False,19,female,United States of America,Nebraska,White,United States of America,Nebraska
False,6-25,False,True,Not eligible for coverage / NA,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,False,5.0,3.0,True,True,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,True,5.0,4.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,No,I feel potential employers would look down on individuals with medical problems,No,I feel potential employers would look down on individuals with mental health issues,False,2,Maybe/Not sure,Maybe/Not sure,2,Lobby for a single payer healthcare system,True,35,Male,United States of America,Kansas,White,United States of America,Colorado
